Date,Store,Product,Category,Sales,Quantity
14-07-2023,Store_C,Product_3,Category_1,148.82,9
01-09-2023,Store_B,Product_3,Category_2,82.46,18
18-12-2023,Store_E,Product_5,Category_3,666.96,3
21-03-2023,Store_D,Product_5,Category_3,571.42,17
10-03-2023,Store_A,Product_4,Category_2,611.7,20
03-05-2023,Store_D,Product_3,Category_1,595.29,12
10-07-2023,Store_B,Product_2,Category_1,622.49,11
17-09-2023,Store_E,Product_1,Category_3,280.57,16
24-05-2023,Store_B,Product_4,Category_1,205.2,3
17-08-2023,Store_D,Product_2,Category_2,634.05,19
12-05-2023,Store_A,Product_3,Category_3,756.65,4
19-11-2023,Store_E,Product_2,Category_2,141.11,13
23-09-2023,Store_B,Product_3,Category_2,274.59,4
23-01-2023,Store_D,Product_1,Category_1,282.82,10
24-02-2023,Store_B,Product_3,Category_1,229.67,20
16-06-2023,Store_D,Product_2,Category_1,24.1,15
25-01-2023,Store_B,Product_2,Category_2,430.86,13
28-02-2023,Store_C,Product_3,Category_1,594.8,1
06-10-2023,Store_B,Product_3,Category_2,200.96,11
05-03-2023,Store_E,Product_1,Category_2,914.38,10
11-04-2023,Store_A,Product_5,Category_1,477.31,16
10-09-2023,Store_D,Product_3,Category_3,54.53,7
08-01-2023,Store_B,Product_4,Category_3,828.85,11
12-05-2023,Store_B,Product_5,Category_1,325.31,4
04-09-2023,Store_A,Product_1,Category_3,609.56,1
08-02-2023,Store_B,Product_5,Category_2,346.25,14
02-04-2023,Store_A,Product_1,Category_1,13,6
22-11-2023,Store_D,Product_3,Category_2,508.11,16
27-05-2023,Store_D,Product_3,Category_1,806.47,2
06-07-2023,Store_C,Product_2,Category_3,846.16,2
19-07-2023,Store_D,Product_1,Category_1,995.62,18
20-05-2023,Store_B,Product_5,Category_1,948.32,3
11-01-2023,Store_D,Product_1,Category_1,242.29,17
28-05-2023,Store_D,Product_2,Category_1,630.51,20
24-12-2023,Store_B,Product_5,Category_1,587.88,2
07-07-2023,Store_C,Product_2,Category_2,665.98,19
02-11-2023,Store_A,Product_1,Category_1,842.09,9
23-05-2023,Store_D,Product_5,Category_1,870.97,7
04-08-2023,Store_B,Product_1,Category_1,923.57,17
08-08-2023,Store_B,Product_1,Category_1,762.15,2
25-11-2023,Store_C,Product_5,Category_3,143.51,16
30-01-2023,Store_A,Product_1,Category_1,498.55,1
25-02-2023,Store_C,Product_4,Category_2,508.43,17
09-11-2023,Store_D,Product_1,Category_2,680.42,7
18-08-2023,Store_D,Product_3,Category_3,133.04,8
02-11-2023,Store_B,Product_1,Category_3,884.93,8
19-04-2023,Store_D,Product_3,Category_2,859.89,1
16-09-2023,Store_C,Product_1,Category_1,330.64,5
08-04-2023,Store_B,Product_1,Category_3,200.3,6
10-09-2023,Store_D,Product_5,Category_3,256.56,20
17-05-2023,Store_A,Product_1,Category_1,240.49,13
08-05-2023,Store_A,Product_2,Category_1,866.76,6
29-08-2023,Store_E,Product_2,Category_2,47.7,3
23-07-2023,Store_A,Product_1,Category_1,387.68,17
16-11-2023,Store_D,Product_1,Category_2,741.94,19
20-01-2023,Store_E,Product_1,Category_3,747.25,19
28-11-2023,Store_D,Product_4,Category_2,184.07,9
22-06-2023,Store_D,Product_1,Category_3,742.92,1
23-09-2023,Store_B,Product_3,Category_1,768.12,16
16-01-2023,Store_E,Product_2,Category_1,153.62,9
02-01-2023,Store_E,Product_2,Category_2,590.81,10
12-10-2023,Store_E,Product_1,Category_2,530.18,11
06-03-2023,Store_C,Product_4,Category_1,218.93,19
02-05-2023,Store_D,Product_1,Category_2,854.8,16
01-12-2023,Store_D,Product_4,Category_1,720,14
02-05-2023,Store_C,Product_5,Category_2,679.79,4
08-09-2023,Store_D,Product_1,Category_2,487.13,10
28-07-2023,Store_C,Product_4,Category_3,346.53,6
31-05-2023,Store_A,Product_5,Category_2,994.72,10
08-05-2023,Store_B,Product_2,Category_1,985.04,4
12-05-2023,Store_B,Product_5,Category_3,253.13,9
20-09-2023,Store_C,Product_4,Category_1,292.64,11
16-03-2023,Store_A,Product_3,Category_1,825.49,14
28-01-2023,Store_D,Product_5,Category_3,614.66,12
23-09-2023,Store_E,Product_2,Category_2,201.74,7
10-09-2023,Store_A,Product_1,Category_2,210.48,18
27-04-2023,Store_B,Product_2,Category_3,453.6,20
05-07-2023,Store_E,Product_4,Category_1,902.87,2
05-10-2023,Store_A,Product_4,Category_3,849.15,16
13-05-2023,Store_A,Product_5,Category_1,885.19,20
08-04-2023,Store_A,Product_3,Category_1,295.5,15
17-12-2023,Store_E,Product_1,Category_2,284.06,7
12-12-2023,Store_A,Product_2,Category_1,187.5,12
01-07-2023,Store_A,Product_4,Category_1,424.57,8
22-01-2023,Store_D,Product_3,Category_1,909.04,20
15-07-2023,Store_B,Product_3,Category_3,407.91,6
06-11-2023,Store_A,Product_1,Category_2,66.45,1
22-06-2023,Store_B,Product_5,Category_1,267.24,8
29-07-2023,Store_C,Product_2,Category_3,281.49,14
20-03-2023,Store_C,Product_3,Category_2,714.92,20
26-12-2023,Store_D,Product_3,Category_3,64.46,15
19-02-2023,Store_B,Product_2,Category_3,185.77,7
31-12-2023,Store_B,Product_5,Category_3,738.49,13
22-12-2023,Store_B,Product_3,Category_1,727.54,6
21-11-2023,Store_B,Product_2,Category_2,122.07,7
02-02-2023,Store_E,Product_1,Category_3,178.48,10
04-07-2023,Store_E,Product_1,Category_2,444.02,3
12-03-2023,Store_C,Product_1,Category_1,517.69,2
20-09-2023,Store_C,Product_1,Category_2,517.22,11
16-06-2023,Store_C,Product_4,Category_2,612.6,7
07-04-2023,Store_A,Product_2,Category_1,574.39,19
09-01-2023,Store_D,Product_3,Category_2,813.63,17
26-10-2023,Store_A,Product_4,Category_3,828.17,9
09-08-2023,Store_E,Product_5,Category_1,928.24,13
02-04-2023,Store_C,Product_3,Category_2,43.65,9
20-03-2023,Store_A,Product_5,Category_2,605.99,19
20-08-2023,Store_A,Product_5,Category_1,320.05,11
26-04-2023,Store_C,Product_1,Category_3,78.44,11
18-07-2023,Store_A,Product_2,Category_2,646.87,19
02-01-2023,Store_D,Product_4,Category_1,16.76,15
30-08-2023,Store_E,Product_5,Category_3,567.58,10
13-08-2023,Store_C,Product_3,Category_1,50.42,9
27-02-2023,Store_C,Product_4,Category_2,889.93,10
15-11-2023,Store_C,Product_1,Category_3,510.11,8
27-03-2023,Store_B,Product_2,Category_3,357.09,11
14-12-2023,Store_B,Product_1,Category_1,36.32,20
22-02-2023,Store_B,Product_2,Category_1,327.03,8
02-09-2023,Store_B,Product_3,Category_2,419.53,4
24-06-2023,Store_C,Product_3,Category_3,607.38,4
02-04-2023,Store_D,Product_1,Category_2,500.44,11
30-06-2023,Store_E,Product_3,Category_2,376.68,15
09-08-2023,Store_C,Product_1,Category_1,87.71,13
23-03-2023,Store_A,Product_5,Category_2,683.77,18
03-06-2023,Store_A,Product_2,Category_3,366.01,6
11-07-2023,Store_C,Product_1,Category_1,687,1
11-09-2023,Store_B,Product_2,Category_3,650.47,2
19-01-2023,Store_D,Product_4,Category_2,690.15,15
15-05-2023,Store_E,Product_1,Category_1,562.33,8
29-06-2023,Store_A,Product_4,Category_1,403.64,2
15-04-2023,Store_C,Product_4,Category_3,12.24,11
21-02-2023,Store_E,Product_1,Category_3,767.87,16
01-10-2023,Store_E,Product_5,Category_2,82.15,16
10-05-2023,Store_A,Product_2,Category_2,692.16,13
08-08-2023,Store_D,Product_4,Category_1,539.75,5
30-09-2023,Store_C,Product_1,Category_2,563.26,3
20-07-2023,Store_E,Product_2,Category_1,72.5,2
21-06-2023,Store_B,Product_1,Category_1,30.45,5
26-07-2023,Store_B,Product_1,Category_2,18.59,19
19-05-2023,Store_D,Product_4,Category_3,674.86,3
07-01-2023,Store_A,Product_4,Category_3,277.55,12
29-10-2023,Store_A,Product_4,Category_2,455.56,17
21-06-2023,Store_A,Product_3,Category_3,647.61,12
15-04-2023,Store_E,Product_4,Category_2,598.28,1
31-01-2023,Store_A,Product_4,Category_1,707.33,8
22-07-2023,Store_D,Product_2,Category_3,37.94,20
25-06-2023,Store_B,Product_4,Category_2,835.6,8
01-01-2023,Store_A,Product_5,Category_3,231.36,11
07-11-2023,Store_A,Product_1,Category_1,554.05,15
14-04-2023,Store_E,Product_1,Category_2,827.9,13
13-07-2023,Store_D,Product_3,Category_3,278.1,3
31-10-2023,Store_C,Product_2,Category_1,897.02,6
26-02-2023,Store_D,Product_3,Category_1,377.64,15
22-08-2023,Store_B,Product_1,Category_2,466.75,11
10-07-2023,Store_A,Product_4,Category_1,620.95,16
14-04-2023,Store_B,Product_3,Category_2,857.87,14
02-05-2023,Store_C,Product_3,Category_3,382.67,9
08-12-2023,Store_E,Product_3,Category_1,680.51,5
09-11-2023,Store_A,Product_5,Category_3,124.42,2
11-11-2023,Store_D,Product_1,Category_1,603.13,20
21-01-2023,Store_A,Product_2,Category_1,734.15,8
25-04-2023,Store_A,Product_5,Category_3,916.48,17
27-01-2023,Store_A,Product_5,Category_1,787.22,8
28-12-2023,Store_B,Product_1,Category_2,652.76,7
08-10-2023,Store_D,Product_3,Category_2,366.62,16
22-01-2023,Store_A,Product_5,Category_1,791.31,11
15-02-2023,Store_E,Product_4,Category_3,730.26,8
26-05-2023,Store_E,Product_1,Category_3,943.74,2
02-02-2023,Store_A,Product_5,Category_2,42.91,8
29-12-2023,Store_E,Product_4,Category_3,580.86,16
29-09-2023,Store_D,Product_5,Category_1,576.83,12
24-06-2023,Store_B,Product_4,Category_3,460.24,8
18-01-2023,Store_D,Product_1,Category_1,267.36,12
05-06-2023,Store_D,Product_5,Category_3,154.06,3
27-09-2023,Store_A,Product_3,Category_1,507.48,13
16-12-2023,Store_B,Product_4,Category_1,564.72,13
02-08-2023,Store_E,Product_5,Category_3,928.9,5
04-02-2023,Store_B,Product_1,Category_3,587.61,17
21-08-2023,Store_D,Product_1,Category_2,221.51,19
28-05-2023,Store_E,Product_1,Category_1,278.2,13
15-07-2023,Store_D,Product_2,Category_3,868.21,2
11-02-2023,Store_C,Product_4,Category_2,691.31,12
18-02-2023,Store_B,Product_5,Category_2,347.86,4
29-08-2023,Store_B,Product_4,Category_3,486.79,13
06-12-2023,Store_B,Product_2,Category_2,75.99,18
20-06-2023,Store_C,Product_5,Category_1,143.43,9
28-10-2023,Store_E,Product_2,Category_1,659.97,4
23-12-2023,Store_B,Product_5,Category_3,659.33,8
18-11-2023,Store_B,Product_1,Category_2,974.16,14
30-12-2023,Store_C,Product_2,Category_1,115.61,14
20-03-2023,Store_A,Product_3,Category_1,986.45,8
19-06-2023,Store_E,Product_4,Category_1,167.57,5
03-10-2023,Store_D,Product_4,Category_2,858.6,12
31-01-2023,Store_E,Product_2,Category_1,793.89,6
23-06-2023,Store_C,Product_3,Category_1,359.93,8
03-02-2023,Store_E,Product_1,Category_1,140.02,12
22-12-2023,Store_E,Product_4,Category_1,592.38,1
06-10-2023,Store_C,Product_2,Category_1,653.1,8
28-09-2023,Store_C,Product_2,Category_2,876.2,10
06-02-2023,Store_C,Product_5,Category_1,246.71,17
24-03-2023,Store_E,Product_4,Category_1,102.72,10
28-06-2023,Store_B,Product_3,Category_2,463.86,18
23-12-2023,Store_C,Product_4,Category_1,610.07,2
07-08-2023,Store_B,Product_4,Category_1,238,15
24-01-2023,Store_E,Product_1,Category_3,148.83,9
13-07-2023,Store_B,Product_5,Category_1,242.23,7
06-09-2023,Store_E,Product_5,Category_1,71.62,16
03-11-2023,Store_C,Product_2,Category_3,52.91,3
15-02-2023,Store_E,Product_2,Category_3,717.63,12
23-11-2023,Store_E,Product_2,Category_1,233.72,15
11-01-2023,Store_A,Product_2,Category_1,577.86,2
23-08-2023,Store_D,Product_1,Category_2,457.48,17
13-01-2023,Store_B,Product_3,Category_1,360.3,8
24-05-2023,Store_B,Product_1,Category_1,535.61,18
23-09-2023,Store_C,Product_5,Category_3,631.03,20
17-12-2023,Store_B,Product_1,Category_3,862.97,1
14-12-2023,Store_B,Product_1,Category_2,386.09,2
30-09-2023,Store_A,Product_4,Category_3,405.72,3
15-09-2023,Store_C,Product_2,Category_2,91.67,13
12-08-2023,Store_C,Product_4,Category_1,74.93,7
22-04-2023,Store_B,Product_2,Category_3,206.44,20
06-03-2023,Store_A,Product_5,Category_3,499.44,3
23-03-2023,Store_E,Product_5,Category_1,924.04,7
03-06-2023,Store_C,Product_3,Category_2,770.69,11
16-10-2023,Store_E,Product_4,Category_2,979.69,15
11-01-2023,Store_C,Product_4,Category_3,798.39,16
21-01-2023,Store_B,Product_4,Category_1,506.77,15
18-01-2023,Store_B,Product_2,Category_1,274.84,2
24-06-2023,Store_D,Product_3,Category_2,528.57,2
02-09-2023,Store_E,Product_4,Category_3,141.09,12
01-10-2023,Store_D,Product_3,Category_3,111.81,16
15-10-2023,Store_E,Product_2,Category_3,54.62,9
06-10-2023,Store_E,Product_3,Category_1,66.94,3
03-01-2023,Store_A,Product_4,Category_3,936.94,7
24-12-2023,Store_A,Product_2,Category_3,663.07,19
06-10-2023,Store_D,Product_4,Category_3,364.46,4
18-07-2023,Store_E,Product_2,Category_3,284.22,17
15-01-2023,Store_A,Product_3,Category_1,799.76,11
07-08-2023,Store_E,Product_1,Category_2,310.36,17
09-06-2023,Store_B,Product_2,Category_3,432.72,8
03-04-2023,Store_E,Product_4,Category_2,614.68,14
16-05-2023,Store_C,Product_2,Category_3,884.97,9
30-12-2023,Store_D,Product_5,Category_1,216.57,11
11-08-2023,Store_D,Product_2,Category_2,454.99,8
31-03-2023,Store_A,Product_1,Category_1,475.03,10
26-11-2023,Store_D,Product_3,Category_1,449.98,10
22-03-2023,Store_C,Product_2,Category_2,328.29,19
09-09-2023,Store_C,Product_3,Category_2,331.41,20
22-11-2023,Store_E,Product_3,Category_1,212.54,9
23-03-2023,Store_D,Product_3,Category_2,72.21,12
01-07-2023,Store_A,Product_3,Category_1,414.53,6
10-06-2023,Store_C,Product_3,Category_1,546.51,20
26-08-2023,Store_E,Product_1,Category_2,684.16,18
05-04-2023,Store_D,Product_1,Category_3,112.95,7
30-08-2023,Store_D,Product_1,Category_2,339.45,2
09-03-2023,Store_D,Product_2,Category_3,152.94,12
15-01-2023,Store_A,Product_2,Category_2,740.65,8
15-02-2023,Store_C,Product_4,Category_3,493.66,11
11-01-2023,Store_D,Product_5,Category_1,385.45,16
24-07-2023,Store_A,Product_3,Category_2,12.95,14
20-09-2023,Store_E,Product_1,Category_2,377.43,18
20-08-2023,Store_A,Product_5,Category_1,463.95,19
04-04-2023,Store_E,Product_4,Category_1,53.23,20
06-02-2023,Store_E,Product_1,Category_3,912.8,20
25-09-2023,Store_C,Product_5,Category_1,108.66,12
23-12-2023,Store_D,Product_1,Category_3,255.22,20
21-10-2023,Store_A,Product_5,Category_1,45.46,7
10-07-2023,Store_D,Product_1,Category_2,290.94,17
10-10-2023,Store_E,Product_5,Category_3,531.22,3
31-01-2023,Store_E,Product_1,Category_3,174.13,8
14-10-2023,Store_A,Product_4,Category_2,319.26,1
24-04-2023,Store_E,Product_4,Category_1,232.77,11
16-07-2023,Store_B,Product_1,Category_3,562.27,14
30-06-2023,Store_A,Product_5,Category_3,922.59,4
15-04-2023,Store_E,Product_3,Category_2,383.54,15
29-12-2023,Store_D,Product_5,Category_1,600.6,14
11-06-2023,Store_B,Product_3,Category_1,579.56,10
08-12-2023,Store_B,Product_5,Category_2,151.03,13
16-10-2023,Store_B,Product_1,Category_2,415.54,7
10-02-2023,Store_B,Product_1,Category_3,991.81,1
01-07-2023,Store_B,Product_4,Category_2,938.31,15
08-11-2023,Store_A,Product_3,Category_3,43.55,14
23-10-2023,Store_A,Product_3,Category_2,389.69,18
22-07-2023,Store_C,Product_2,Category_1,443.16,15
13-01-2023,Store_D,Product_1,Category_1,101.34,6
15-08-2023,Store_A,Product_1,Category_3,890.55,15
01-07-2023,Store_B,Product_1,Category_2,73.25,10
30-04-2023,Store_D,Product_4,Category_1,708.96,9
27-03-2023,Store_E,Product_1,Category_1,71.49,8
13-11-2023,Store_C,Product_4,Category_3,942.48,7
13-01-2023,Store_E,Product_3,Category_1,639.7,8
07-04-2023,Store_D,Product_5,Category_2,388.1,12
04-06-2023,Store_C,Product_3,Category_1,632.16,2
21-11-2023,Store_A,Product_3,Category_2,96.75,15
20-03-2023,Store_C,Product_4,Category_1,19.25,8
23-05-2023,Store_E,Product_5,Category_3,229.66,15
13-03-2023,Store_B,Product_5,Category_1,199.41,8
14-03-2023,Store_A,Product_4,Category_2,52.37,20
31-03-2023,Store_C,Product_5,Category_3,63.55,13
05-10-2023,Store_C,Product_1,Category_1,114.61,4
16-10-2023,Store_E,Product_5,Category_3,784.73,15
13-03-2023,Store_A,Product_4,Category_3,407.79,1
21-06-2023,Store_C,Product_5,Category_2,598.92,15
15-05-2023,Store_E,Product_2,Category_3,459.21,3
15-03-2023,Store_A,Product_1,Category_1,973.37,5
10-07-2023,Store_C,Product_3,Category_1,508.87,14
17-03-2023,Store_C,Product_3,Category_1,701.89,14
21-01-2023,Store_E,Product_3,Category_1,996.71,2
29-05-2023,Store_C,Product_2,Category_3,148.76,10
06-01-2023,Store_E,Product_2,Category_1,474.28,5
11-12-2023,Store_C,Product_5,Category_1,128.47,10
23-08-2023,Store_C,Product_5,Category_3,135.12,10
05-10-2023,Store_D,Product_4,Category_2,193.28,2
14-09-2023,Store_C,Product_1,Category_3,309.72,16
03-04-2023,Store_B,Product_1,Category_1,738.39,8
27-02-2023,Store_E,Product_1,Category_2,105.06,2
15-02-2023,Store_A,Product_3,Category_3,656.1,3
09-07-2023,Store_A,Product_2,Category_1,303.23,16
05-10-2023,Store_D,Product_4,Category_1,24.79,2
01-09-2023,Store_E,Product_2,Category_2,197.5,14
30-04-2023,Store_B,Product_5,Category_1,533.83,8
26-09-2023,Store_A,Product_3,Category_2,521.2,9
29-05-2023,Store_E,Product_1,Category_3,659.84,19
04-08-2023,Store_D,Product_2,Category_2,857.28,11
16-12-2023,Store_C,Product_4,Category_2,255.84,13
10-01-2023,Store_C,Product_2,Category_2,56.92,3
09-03-2023,Store_C,Product_2,Category_2,104.19,16
22-04-2023,Store_D,Product_3,Category_3,635.06,9
17-05-2023,Store_B,Product_3,Category_3,446.13,2
21-04-2023,Store_C,Product_2,Category_3,27.32,1
09-07-2023,Store_D,Product_1,Category_2,983.69,17
12-09-2023,Store_B,Product_2,Category_1,369.82,9
20-10-2023,Store_D,Product_4,Category_2,958.28,16
28-10-2023,Store_D,Product_4,Category_3,257.01,9
26-10-2023,Store_C,Product_4,Category_3,730.16,12
23-02-2023,Store_B,Product_2,Category_3,511.92,2
11-10-2023,Store_C,Product_5,Category_1,979.45,12
14-06-2023,Store_D,Product_1,Category_2,867.7,13
01-02-2023,Store_B,Product_4,Category_1,421.78,6
22-11-2023,Store_D,Product_4,Category_3,450.94,19
22-12-2023,Store_B,Product_4,Category_3,904.99,6
02-11-2023,Store_C,Product_1,Category_2,828.28,14
12-02-2023,Store_E,Product_1,Category_1,99.26,19
22-05-2023,Store_D,Product_3,Category_2,16.66,11
19-06-2023,Store_A,Product_4,Category_1,113.55,18
18-12-2023,Store_E,Product_4,Category_2,641.54,20
19-05-2023,Store_A,Product_2,Category_2,302.5,17
31-01-2023,Store_E,Product_1,Category_1,474.87,8
10-06-2023,Store_E,Product_3,Category_2,224.9,8
18-03-2023,Store_C,Product_5,Category_2,624.21,13
15-08-2023,Store_D,Product_4,Category_2,662.05,8
16-09-2023,Store_A,Product_4,Category_1,224.03,20
12-03-2023,Store_E,Product_2,Category_1,415.63,19
18-11-2023,Store_D,Product_3,Category_3,513.45,5
02-01-2023,Store_C,Product_4,Category_1,810.76,2
23-09-2023,Store_C,Product_5,Category_2,167.04,12
05-03-2023,Store_B,Product_2,Category_1,269.62,11
16-12-2023,Store_C,Product_5,Category_2,895.59,2
08-01-2023,Store_E,Product_3,Category_1,712.54,9
10-03-2023,Store_E,Product_2,Category_2,604.94,18
25-02-2023,Store_E,Product_4,Category_1,680.25,10
19-06-2023,Store_A,Product_2,Category_2,989.15,9
18-07-2023,Store_E,Product_1,Category_1,103.51,6
22-04-2023,Store_B,Product_2,Category_3,722.67,7
21-10-2023,Store_A,Product_3,Category_3,954.21,2
17-05-2023,Store_B,Product_2,Category_2,966.33,5
13-10-2023,Store_B,Product_3,Category_3,799.67,14
22-01-2023,Store_C,Product_5,Category_3,549.26,3
20-08-2023,Store_D,Product_1,Category_1,535.96,12
06-02-2023,Store_C,Product_3,Category_2,753.49,5
03-08-2023,Store_E,Product_3,Category_1,62.84,6
23-04-2023,Store_A,Product_2,Category_2,87.41,4
28-03-2023,Store_E,Product_3,Category_1,482.57,5
13-05-2023,Store_B,Product_2,Category_2,302.97,11
24-11-2023,Store_C,Product_3,Category_1,965.45,10
03-11-2023,Store_B,Product_4,Category_3,554.48,6
06-02-2023,Store_A,Product_2,Category_1,533.56,12
18-03-2023,Store_A,Product_1,Category_1,807.06,20
27-07-2023,Store_A,Product_5,Category_1,71.3,13
16-01-2023,Store_B,Product_2,Category_3,523.19,1
27-12-2023,Store_B,Product_3,Category_1,181.74,5
22-04-2023,Store_E,Product_1,Category_3,386.6,18
18-05-2023,Store_C,Product_1,Category_3,286.99,13
30-07-2023,Store_C,Product_2,Category_1,104.18,2
02-05-2023,Store_E,Product_1,Category_3,599.29,18
21-07-2023,Store_D,Product_1,Category_3,89.33,18
12-10-2023,Store_C,Product_2,Category_2,341.17,4
06-04-2023,Store_B,Product_4,Category_1,637.89,20
27-12-2023,Store_B,Product_3,Category_1,14.46,7
09-02-2023,Store_B,Product_4,Category_2,850.33,14
14-11-2023,Store_B,Product_4,Category_1,848.93,19
01-12-2023,Store_E,Product_2,Category_3,311.86,4
06-05-2023,Store_E,Product_5,Category_1,282.52,4
06-03-2023,Store_B,Product_5,Category_3,341.44,6
14-12-2023,Store_B,Product_5,Category_3,223.52,8
14-09-2023,Store_E,Product_1,Category_3,434,18
20-07-2023,Store_E,Product_5,Category_3,347.39,1
27-08-2023,Store_C,Product_1,Category_1,142.01,11
20-09-2023,Store_B,Product_5,Category_1,494.64,8
16-07-2023,Store_D,Product_3,Category_3,862.92,9
28-03-2023,Store_C,Product_3,Category_1,575.67,15
16-12-2023,Store_E,Product_5,Category_3,826.2,14
10-07-2023,Store_B,Product_4,Category_3,698.68,13
16-09-2023,Store_D,Product_1,Category_3,443.95,13
27-05-2023,Store_A,Product_5,Category_1,817.58,12
18-04-2023,Store_A,Product_3,Category_3,980.37,18
11-01-2023,Store_A,Product_4,Category_1,774.43,16
17-10-2023,Store_B,Product_2,Category_1,62.26,17
22-07-2023,Store_E,Product_4,Category_1,150.56,2
24-02-2023,Store_E,Product_3,Category_3,856.4,4
04-10-2023,Store_D,Product_5,Category_1,426.07,17
11-08-2023,Store_B,Product_1,Category_1,939.22,16
16-09-2023,Store_B,Product_3,Category_3,998.13,9
13-12-2023,Store_E,Product_2,Category_2,301.26,9
23-03-2023,Store_C,Product_4,Category_3,414.66,13
18-08-2023,Store_A,Product_5,Category_1,671.03,3
19-05-2023,Store_D,Product_2,Category_3,719.96,14
04-04-2023,Store_D,Product_3,Category_1,610.82,17
20-02-2023,Store_E,Product_5,Category_2,514.34,2
11-08-2023,Store_A,Product_3,Category_3,179.44,16
24-05-2023,Store_A,Product_5,Category_2,497.14,20
03-02-2023,Store_C,Product_5,Category_2,295.56,19
21-12-2023,Store_C,Product_5,Category_2,957.74,15
15-02-2023,Store_A,Product_5,Category_2,785.72,5
30-09-2023,Store_C,Product_2,Category_1,578.84,5
21-07-2023,Store_A,Product_1,Category_1,288.93,13
08-04-2023,Store_B,Product_2,Category_1,663.46,18
19-05-2023,Store_D,Product_4,Category_3,449.05,18
03-01-2023,Store_C,Product_3,Category_2,371.87,10
19-02-2023,Store_A,Product_1,Category_3,413.72,7
05-06-2023,Store_D,Product_4,Category_3,992.74,8
02-11-2023,Store_E,Product_5,Category_3,237.24,6
07-08-2023,Store_B,Product_3,Category_3,811.75,8
03-11-2023,Store_E,Product_5,Category_1,990.02,4
10-02-2023,Store_E,Product_1,Category_3,858.87,1
19-01-2023,Store_C,Product_2,Category_1,816.11,11
10-12-2023,Store_D,Product_4,Category_1,312.13,19
18-12-2023,Store_B,Product_5,Category_1,283.23,1
29-09-2023,Store_E,Product_1,Category_1,698.1,19
28-11-2023,Store_C,Product_1,Category_2,551.81,3
28-11-2023,Store_B,Product_5,Category_1,553.18,11
